hypernym(00260881,00260622).
hypernym(01680756,01686132).
derivationally_related_form(00309990,07314658).
derivationally_related_form(00051511,03057021).
derivationally_related_form(01398941,04561734).
hypernym(14414294,00024720).
hypernym(02209499,02324182).
instance_hypernym(08918944,08574314).
hypernym(03647691,03961939).
hypernym(00222248,00219012).
member_meronym(01955463,01965747).
synset_domain_topic_of(14682133,06084469).
member_meronym(12501745,12563913).
hypernym(03663531,03364340).
derivationally_related_form(02132745,00878456).
derivationally_related_form(01249490,03955296).
derivationally_related_form(09857852,01445932).
derivationally_related_form(05844105,01666894).
derivationally_related_form(02897237,01663920).
also_see(01749320,00289365).
has_part(09099526,09332976).
hypernym(13875392,13900287).
derivationally_related_form(00488617,13506587).
derivationally_related_form(01093172,00973077).
hypernym(00002325,02108377).
hypernym(09946957,10794014).
derivationally_related_form(10794014,01698271).
derivationally_related_form(00070641,01649999).
derivationally_related_form(01794344,01058426).
derivationally_related_form(00031820,06778102).
derivationally_related_form(09791816,05965388).
hypernym(01231819,01229938).
hypernym(10128519,10127689).
derivationally_related_form(08303275,02470685).
has_part(11849271,11849467).
derivationally_related_form(07246742,00773285).
derivationally_related_form(02735418,05981768).
hypernym(03686470,03365991).
derivationally_related_form(10442815,01741864).
derivationally_related_form(02321046,13400798).
has_part(08665504,08541130).
derivationally_related_form(02312478,07280072).
derivationally_related_form(10022645,01918803).
derivationally_related_form(01054545,02649830).
also_see(00781168,00430191).
hypernym(00115157,00126264).
synset_domain_topic_of(02243967,00933420).
derivationally_related_form(10509389,13955461).
hypernym(00184802,00183505).
hypernym(11995092,12205694).
hypernym(13650447,13603305).
also_see(01770802,01761120).
hypernym(08391021,08215603).
derivationally_related_form(00803815,06687178).
hypernym(03699396,03248958).
has_part(09039411,09040475).
hypernym(11756092,13104059).
has_part(09087599,09088396).
hypernym(01985524,01985923).
hypernym(02372584,01886756).
instance_hypernym(08934532,08524735).
hypernym(04402057,03091374).
hypernym(08570758,08673395).
has_part(08952628,08953029).
derivationally_related_form(05696425,02405390).
hypernym(00419950,00109660).
derivationally_related_form(00572186,11467786).
derivationally_related_form(02354537,02556126).
member_of_domain_usage(06845599,05411049).
member_meronym(02316392,02321342).
member_meronym(12280487,12286581).
derivationally_related_form(10448983,00752335).
hypernym(13603065,13583724).
derivationally_related_form(14289942,00379440).
derivationally_related_form(00614999,02765190).
hypernym(03610098,04340935).
derivationally_related_form(00897241,06630017).
hypernym(14467685,14213512).
hypernym(13187031,13166338).
derivationally_related_form(03789603,00284669).
derivationally_related_form(00022686,01046984).
hypernym(12496735,11585340).
derivationally_related_form(10490699,00954608).
derivationally_related_form(13757249,01912709).
derivationally_related_form(12392070,02120715).
hypernym(02702674,02702508).
verb_group(00229026,00229280).
has_part(12929783,07932841).
derivationally_related_form(01606205,03385557).
hypernym(02646667,02642107).
has_part(11484975,11484861).
hypernym(06414727,06414372).
derivationally_related_form(10576071,02129289).
member_of_domain_region(08801678,06631921).
derivationally_related_form(00134574,01398032).
hypernym(01610758,01504437).
member_meronym(02247363,02247511).
hypernym(07386370,07371293).
derivationally_related_form(01053920,02125409).
synset_domain_topic_of(10803282,06951067).
hypernym(01307142,00356258).
hypernym(11445564,11418750).
derivationally_related_form(01246095,02911332).
derivationally_related_form(10484526,00879356).
member_meronym(11778534,11791155).
derivationally_related_form(01763813,03520811).
derivationally_related_form(04992570,02192570).
has_part(09138935,09139380).
hypernym(00182269,00452512).
hypernym(00281703,00283911).
instance_hypernym(09094093,08665504).
derivationally_related_form(10191388,05967191).
derivationally_related_form(02556817,10670668).
synset_domain_topic_of(09510305,15253139).
hypernym(01966204,01939598).
derivationally_related_form(14597158,01540449).
derivationally_related_form(02141973,04789274).
member_meronym(08097222,09685398).
hypernym(10604491,09820263).
hypernym(01573775,01507175).
member_meronym(02263717,02263848).
hypernym(01082153,01090335).
hypernym(10152440,10615334).
hypernym(06959427,06959261).
member_of_domain_region(08860123,10550090).
hypernym(12109189,11556857).
hypernym(07206887,06756407).
member_meronym(11911591,11960943).
hypernym(12806455,11585340).
derivationally_related_form(01528821,03563710).
derivationally_related_form(02671224,02248808).
derivationally_related_form(00685683,00203342).
derivationally_related_form(00021065,02710766).
derivationally_related_form(14730553,00565081).
member_meronym(12917338,12921868).
hypernym(00868591,00793580).
instance_hypernym(09053019,08574314).
hypernym(00968715,00968479).
hypernym(03370020,03054098).
derivationally_related_form(02143539,08550076).
member_meronym(12707432,12710693).
hypernym(12772081,11562747).
hypernym(13899804,13865483).
derivationally_related_form(00212808,02227487).
derivationally_related_form(01720491,09884666).
derivationally_related_form(06197664,01026975).
hypernym(12591351,12582231).
member_of_domain_usage(06845599,03807895).
hypernym(01458842,00015388).
member_of_domain_usage(06845599,03567325).
hypernym(09607280,00007846).
derivationally_related_form(06210363,00670991).
derivationally_related_form(07358060,01280014).
hypernym(04149374,04576211).
hypernym(01932151,01931714).
hypernym(10624310,10599806).
instance_hypernym(08743229,08524735).
member_meronym(11758628,11758799).
also_see(00251809,00156839).
has_part(08739206,08739669).
hypernym(06163751,06158346).
hypernym(12614317,11556857).
has_part(13632164,13631512).
derivationally_related_form(01048171,07400552).
hypernym(06648724,06643408).
derivationally_related_form(09906538,02589576).
hypernym(12629946,11585340).
derivationally_related_form(01763303,13979503).
hypernym(00867409,00868591).
derivationally_related_form(02554922,01211339).
derivationally_related_form(01223616,05259240).
hypernym(07307754,07283608).
hypernym(07800091,00021265).
synset_domain_topic_of(01406512,00471613).
member_meronym(02062991,02065932).
derivationally_related_form(07153727,00853958).
hypernym(10503452,00007846).
derivationally_related_form(07395623,02171664).
hypernym(07314078,07313814).
hypernym(12014085,11929027).
also_see(00173764,01746605).
derivationally_related_form(10304505,01926031).
hypernym(14496193,14494716).
hypernym(10762064,10412055).
hypernym(15055181,15055633).
derivationally_related_form(10769459,01158181).
hypernym(10342180,10210137).
synset_domain_topic_of(03430091,06043075).
derivationally_related_form(02343374,02787772).
derivationally_related_form(01411085,14298620).
member_meronym(01444520,01444922).
hypernym(10147262,00007846).
derivationally_related_form(01149480,00235368).
hypernym(01154554,02016523).
derivationally_related_form(01955808,00303495).
derivationally_related_form(07375635,02014553).
hypernym(01783571,01762525).
hypernym(13729902,13729428).
derivationally_related_form(00197772,00162688).
hypernym(05464104,14866889).
derivationally_related_form(14871601,00186161).
derivationally_related_form(13480848,00378664).
has_part(09112282,09114020).
derivationally_related_form(05728678,00704690).
derivationally_related_form(07963711,00394813).
derivationally_related_form(00126236,01561819).
hypernym(00497060,00495331).
member_meronym(02575766,02580991).
member_meronym(12626030,12627750).
hypernym(10413834,09628382).
derivationally_related_form(06715638,00852922).
hypernym(01092366,01090335).
hypernym(07422800,07355887).
hypernym(10567172,10294602).
derivationally_related_form(04970059,00289297).
derivationally_related_form(00874067,00672277).
instance_hypernym(08902569,08574314).
hypernym(00866702,01010118).
hypernym(04166841,04166553).
derivationally_related_form(00358089,00339085).
hypernym(10191613,09608709).
member_meronym(02281987,02282385).
member_meronym(12581381,12591195).
hypernym(01543998,01494310).
member_meronym(12372708,12372932).
has_part(08920924,08924023).
member_meronym(01861465,02370525).
hypernym(10708976,10205457).
hypernym(01156115,01155687).
member_meronym(12123050,12123244).
synset_domain_topic_of(13291831,08441203).
hypernym(10758589,10630188).
derivationally_related_form(15143276,00358431).
hypernym(07205573,07204401).
synset_domain_topic_of(13785136,06000644).
derivationally_related_form(01888295,01051082).
hypernym(12610186,11556857).
derivationally_related_form(05246511,02329292).
derivationally_related_form(01697406,00898804).
hypernym(01376237,01375204).
hypernym(02264397,02210119).
has_part(08711974,08713136).
derivationally_related_form(06761099,00835506).
hypernym(02034661,02022684).
member_meronym(01313093,01928737).
hypernym(01115190,00417001).
hypernym(09763349,09927451).
hypernym(00765977,00765649).
derivationally_related_form(00506672,13134947).
hypernym(03295357,02716866).
derivationally_related_form(09206985,02037472).
hypernym(12454159,12425281).
member_meronym(02409702,02402175).
hypernym(05826469,05823932).
member_meronym(01597551,01597737).
hypernym(14332085,14322699).
derivationally_related_form(01500873,11683989).
hypernym(11599165,11554175).
hypernym(01842508,01835496).
derivationally_related_form(10005548,02394662).
hypernym(00906037,00894738).
instance_hypernym(09025584,08633957).
hypernym(01498166,01494310).
member_meronym(02355711,02357741).
hypernym(14253124,14070360).
has_part(08734385,09326299).
hypernym(01135501,01134781).
hypernym(01826223,01504437).
hypernym(09733028,09641757).
hypernym(13609214,13583724).
hypernym(01618671,01504437).
synset_domain_topic_of(01337653,00243918).
hypernym(08594886,13919685).
member_meronym(12449024,12449784).
member_meronym(02038837,02038993).
derivationally_related_form(10517826,02511551).
has_part(03610682,02838728).
hypernym(01333082,01329186).
derivationally_related_form(01412415,04758776).
hypernym(12469372,11744859).
hypernym(00073584,00073343).
hypernym(11830906,13112664).
derivationally_related_form(14412725,00719231).
instance_hypernym(10824710,10231515).
member_meronym(12350234,12351287).
derivationally_related_form(13426376,00190999).
hypernym(02174662,02176268).
has_part(06387980,06394865).
derivationally_related_form(01096497,13945102).
derivationally_related_form(14854581,00074038).
derivationally_related_form(01438304,10001217).
has_part(09117351,09118639).
derivationally_related_form(00381326,00189189).
member_meronym(11911591,11960540).
member_meronym(08308497,09953965).
hypernym(10241024,09815790).
hypernym(10150071,09614684).
derivationally_related_form(01803003,00422551).
derivationally_related_form(02576921,00752298).
hypernym(12174926,12170585).
derivationally_related_form(01920932,10176111).
synset_domain_topic_of(00550545,06951067).
derivationally_related_form(13491060,00442669).
hypernym(04204619,08673395).
derivationally_related_form(00967625,06589574).
hypernym(00375938,00375625).
hypernym(12096395,13121544).
member_meronym(02140970,02149136).
member_of_domain_usage(06845599,04425656).
hypernym(09897696,09629752).
member_meronym(12113471,12113790).
member_meronym(12149751,12152406).
instance_hypernym(15126595,15247518).
instance_hypernym(10824541,09714429).
hypernym(02526085,02524171).
has_part(08858248,08859173).
hypernym(09617161,10380672).
derivationally_related_form(14010927,01860795).
has_part(12558425,07729225).
synset_domain_topic_of(00763132,00759694).
hypernym(12262553,13104059).
derivationally_related_form(02405390,10742546).
hypernym(08386365,07974025).
member_meronym(02411427,02415577).
hypernym(02533907,00109660).
derivationally_related_form(00946755,06481320).
derivationally_related_form(02033295,13867641).
has_part(08723006,08726745).
hypernym(12366186,13122985).
hypernym(02226559,02327200).
has_part(01312096,01277938).
hypernym(01411085,01397210).
hypernym(02466496,02557199).
derivationally_related_form(10688356,05905152).
derivationally_related_form(00230172,00427397).
